School	City	County	Private_Public	College	Applied	Admitted	Enrolled	Admit_Rate_%	Rank_Within_Type	Overall_Rank	African_American_Applied	African_American_Admitted	African_American_Enrolled	African_American_Admit_Rate_%	American_Indian_Applied	American_Indian_Admitted	American_Indian_Enrolled	American_Indian_Admit_Rate_%	Hispanic_Latinx_Applied	Hispanic_Latinx_Admitted	Hispanic_Latinx_Enrolled	Hispanic_Latinx_Admit_Rate_%	Pacific_Islander_Applied	Pacific_Islander_Admitted	Pacific_Islander_Enrolled	Pacific_Islander_Admit_Rate_%	Asian_Applied	Asian_Admitted	Asian_Enrolled	Asian_Admit_Rate_%	White_Applied	White_Admitted	White_Enrolled	White_Admit_Rate_%	Domestic_Unknown_Applied	Domestic_Unknown_Admitted	Domestic_Unknown_Enrolled	Domestic_Unknown_Admit_Rate_%	International_Applied	International_Admitted	International_Enrolled	International_Admit_Rate_%
LIVE OAK HIGH SCHOOL	Morgan Hill	Santa Clara	Public	UCSD	33	5	0	15.15	40	54	0	0	0	0.0	0	0	0	0.0	8	0	0	0.0	0	0	0	0.0	7	0	0	0.0	13	3	0	23.08	0	0	0	0.0	0	0	0	0.0
PIEDMONT HIGH SCHOOL	Piedmont	Alameda	Public	UCSD	99	15	5	15.15	40	54	0	0	0	0.0	0	0	0	0.0	10	0	0	0.0	0	0	0	0.0	27	4	0	14.81	52	9	3	17.31	7	0	0	0.0	0	0	0	0.0
MOUNTAIN VIEW HIGH SCHOOL	Mountain View	Santa Clara	Public	UCSD	271	41	7	15.13	42	56	0	0	0	0.0	0	0	0	0.0	26	0	0	0.0	0	0	0	0.0	136	24	0	17.65	85	8	3	9.41	15	5	0	33.33	0	0	0	0.0
EVERGREEN VALLEY HIGH SCHOOL	San Jose	Santa Clara	Public	UCSD	371	56	14	15.09	43	57	0	0	0	0.0	0	0	0	0.0	10	0	0	0.0	0	0	0	0.0	324	48	11	14.81	5	0	0	0.0	20	6	0	30.0	9	0	0	0.0
GRANADA HIGH SCHOOL	Livermore	Alameda	Public	UCSD	126	19	4	15.08	44	58	0	0	0	0.0	0	0	0	0.0	16	4	0	25.0	0	0	0	0.0	43	8	0	18.6	55	4	0	7.27	0	0	0	0.0	5	0	0	0.0
COLLEGE PREPARATORY SCHOOL	Oakland	Alameda	Private	UCSD	68	10	0	14.71	15	59	6	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	35	5	0	14.29	19	3	0	15.79	5	0	0	0.0	0	0	0	0.0
FOOTHILL HIGH SCHOOL	Pleasanton	Alameda	Public	UCSD	279	41	12	14.7	45	60	5	0	0	0.0	0	0	0	0.0	13	0	0	0.0	0	0	0	0.0	188	26	10	13.83	36	8	0	22.22	22	6	0	27.27	15	0	0	0.0
PALO ALTO SENIOR HIGH SCHOOL	Palo Alto	Santa Clara	Public	UCSD	290	42	3	14.48	46	61	0	0	0	0.0	0	0	0	0.0	22	0	0	0.0	0	0	0	0.0	151	23	0	15.23	80	7	0	8.75	29	10	0	34.48	6	0	0	0.0
PIEDMONT HILLS HIGH SCHOOL	San Jose	Santa Clara	Public	UCSD	134	19	3	14.18	47	62	0	0	0	0.0	0	0	0	0.0	7	0	0	0.0	0	0	0	0.0	114	19	3	16.67	0	0	0	0.0	7	0	0	0.0	0	0	0	0.0
SAINT FRANCIS HIGH SCHOOL	Mountain View	Santa Clara	Private	UCSD	221	31	6	14.03	16	63	0	0	0	0.0	0	0	0	0.0	23	0	0	0.0	0	0	0	0.0	141	23	5	16.31	28	0	0	0.0	22	7	0	31.82	0	0	0	0.0
LEIGH HIGH SCHOOL	San Jose	Santa Clara	Public	UCSD	168	23	6	13.69	48	64	6	0	0	0.0	0	0	0	0.0	9	0	0	0.0	0	0	0	0.0	95	19	4	20.0	52	0	0	0.0	0	0	0	0.0	0	0	0	0.0
LELAND HIGH SCHOOL	San Jose	Santa Clara	Public	UCSD	211	28	7	13.27	49	65	0	0	0	0.0	0	0	0	0.0	11	0	0	0.0	0	0	0	0.0	135	20	5	14.81	41	4	0	9.76	19	3	0	15.79	0	0	0	0.0
LIVERMORE HIGH SCHOOL	Livermore	Alameda	Public	UCSD	68	9	0	13.24	50	66	6	0	0	0.0	0	0	0	0.0	7	0	0	0.0	0	0	0	0.0	31	6	0	19.35	18	0	0	0.0	0	0	0	0.0	0	0	0	0.0
HENRY M GUNN SENIOR HIGH SCHL	Palo Alto	Santa Clara	Public	UCSD	320	40	7	12.5	51	67	7	0	0	0.0	0	0	0	0.0	20	0	0	0.0	0	0	0	0.0	185	28	7	15.14	62	0	0	0.0	36	6	0	16.67	7	0	0	0.0
LOS ALTOS HIGH SCHOOL	Los Altos	Santa Clara	Public	UCSD	264	33	3	12.5	51	67	5	0	0	0.0	0	0	0	0.0	27	0	0	0.0	0	0	0	0.0	138	20	0	14.49	69	5	0	7.25	16	0	0	0.0	7	3	0	42.86
HOMESTEAD HIGH SCHOOL	Cupertino	Santa Clara	Public	UCSD	310	38	7	12.26	53	69	0	0	0	0.0	0	0	0	0.0	25	0	0	0.0	0	0	0	0.0	197	26	5	13.2	47	0	0	0.0	32	9	0	28.12	8	0	0	0.0
BRANHAM HIGH SCHOOL	San Jose	Santa Clara	Public	UCSD	166	20	5	12.05	54	70	0	0	0	0.0	0	0	0	0.0	18	0	0	0.0	0	0	0	0.0	82	12	0	14.63	51	3	0	5.88	9	3	0	33.33	0	0	0	0.0
LOS GATOS HIGH SCHOOL	Los Gatos	Santa Clara	Public	UCSD	218	26	4	11.93	55	71	0	0	0	0.0	0	0	0	0.0	15	0	0	0.0	0	0	0	0.0	81	12	0	14.81	97	10	0	10.31	20	3	0	15.0	0	0	0	0.0
WESTMONT HIGH SCHOOL	Campbell	Santa Clara	Public	UCSD	109	13	0	11.93	55	71	0	0	0	0.0	0	0	0	0.0	7	0	0	0.0	0	0	0	0.0	65	9	0	13.85	27	0	0	0.0	5	0	0	0.0	0	0	0	0.0
BELLARMINE COLLEGE PREPARATORY	San Jose	Santa Clara	Private	UCSD	166	19	0	11.45	17	73	0	0	0	0.0	0	0	0	0.0	27	0	0	0.0	0	0	0	0.0	86	13	0	15.12	33	5	0	15.15	15	0	0	0.0	0	0	0	0.0
PIONEER HIGH SCHOOL	San Jose	Santa Clara	Public	UCSD	88	10	0	11.36	57	74	0	0	0	0.0	0	0	0	0.0	14	0	0	0.0	0	0	0	0.0	30	4	0	13.33	40	3	0	7.5	0	0	0	0.0	0	0	0	0.0
DUBLIN HIGH SCHOOL	Dublin	Alameda	Public	UCSD	511	58	9	11.35	58	75	8	0	0	0.0	0	0	0	0.0	10	0	0	0.0	0	0	0	0.0	410	47	6	11.46	34	0	0	0.0	30	6	0	20.0	17	4	3	23.53
INDEPENDENCE HIGH SCHOOL	San Jose	Santa Clara	Public	UCSD	90	10	5	11.11	59	76	0	0	0	0.0	0	0	0	0.0	8	0	0	0.0	0	0	0	0.0	74	10	5	13.51	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0
CASTILLEJA SCHOOL	Palo Alto	Santa Clara	Private	UCSD	37	4	0	10.81	18	77	0	0	0	0.0	0	0	0	0.0	5	0	0	0.0	0	0	0	0.0	19	3	0	15.79	8	0	0	0.0	0	0	0	0.0	0	0	0	0.0
LYNBROOK HIGH SCHOOL	San Jose	Santa Clara	Public	UCSD	346	37	8	10.69	60	78	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	263	30	6	11.41	12	0	0	0.0	56	6	0	10.71	10	0	0	0.0
SANTA TERESA HIGH SCHOOL	San Jose	Santa Clara	Public	UCSD	119	12	0	10.08	61	79	5	0	0	0.0	0	0	0	0.0	17	0	0	0.0	0	0	0	0.0	77	7	0	9.09	15	0	0	0.0	0	0	0	0.0	0	0	0	0.0
ANN SOBRATO HIGH SCHOOL	Morgan Hill	Santa Clara	Public	UCSD	82	8	0	9.76	62	80	0	0	0	0.0	0	0	0	0.0	19	0	0	0.0	0	0	0	0.0	37	6	0	16.22	18	0	0	0.0	5	0	0	0.0	0	0	0	0.0
CASTRO VALLEY HIGH SCHOOL	Castro Valley	Alameda	Public	UCSD	235	19	0	8.09	63	81	12	0	0	0.0	0	0	0	0.0	33	0	0	0.0	0	0	0	0.0	126	12	0	9.52	50	4	0	8.0	12	0	0	0.0	0	0	0	0.0
ADRIAN C WILCOX HIGH SCHOOL	Santa Clara	Santa Clara	Public	UCSD	148	11	0	7.43	64	82	0	0	0	0.0	0	0	0	0.0	20	0	0	0.0	0	0	0	0.0	105	11	0	10.48	10	0	0	0.0	8	0	0	0.0	0	0	0	0.0
AIMS COLLEGE PREP HIGH SCHOOL	Oakland	Alameda	Public	UCSD	47	3	0	6.38	100	100	14	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	29	3	0	10.34	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0
ALSION MONTESSORI MIDDLE/HIGH	Fremont	Alameda	Private	UCSD	8	0	0	0.0	100	100	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	6	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0
APOSTLES LUTHERAN SCHOOL	San Jose	Santa Clara	Private	UCSD	5	0	0	0.0	100	100	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0
AVERROES HIGH SCHOOL	Fremont	Alameda	Private	UCSD	7	0	0	0.0	100	100	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0
CAMBRIAN ACADEMY	San Jose	Santa Clara	Private	UCSD	6	0	0	0.0	100	100	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0
FREMONT CHRISTIAN HIGH SCHOOL	Fremont	Alameda	Private	UCSD	24	0	0	0.0	100	100	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	14	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0
FUSION ACADEMY PLEASANTON	Pleasanton	Alameda	Private	UCSD	5	0	0	0.0	100	100	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0
FUSION ACADEMY-LOS GATOS	Los Gatos	Santa Clara	Private	UCSD	7	0	0	0.0	100	100	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0
HOLY NAMES HIGH SCHOOL	Oakland	Alameda	Private	UCSD	14	0	0	0.0	100	100	0	0	0	0.0	0	0	0	0.0	8	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0
KHAN LAB SCHOOL	Mountain View	Santa Clara	Private	UCSD	14	0	0	0.0	100	100	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	8	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0
MOUNTAIN VIEW ACADEMY	Mountain View	Santa Clara	Private	UCSD	5	0	0	0.0	100	100	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0
PINEWOOD SCHOOL	Los Altos Hills	Santa Clara	Private	UCSD	26	0	0	0.0	100	100	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	18	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0
WALDORF SCHOOL OF THE PENINSUL	Mountain View	Santa Clara	Private	UCSD	5	0	0	0.0	100	100	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0
ACE CHARTER HIGH SCHOOL	San Jose	Santa Clara	Public	UCSD	8	0	0	0.0	100	100	0	0	0	0.0	0	0	0	0.0	8	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0
ALAMEDA COMMUNITY LEARNING CTR	Alameda	Alameda	Public	UCSD	11	0	0	0.0	100	100	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	6	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0
ALPHA CINDY AVITIA HIGH SCHOOL	San Jose	Santa Clara	Public	UCSD	8	0	0	0.0	100	100	0	0	0	0.0	0	0	0	0.0	7	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0
ASPIRE LIONEL WILSON COLG PREP	Oakland	Alameda	Public	UCSD	5	0	0	0.0	100	100	0	0	0	0.0	0	0	0	0.0	5	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0
CASTLEMONT HIGH SCHOOL	Oakland	Alameda	Public	UCSD	6	0	0	0.0	100	100	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0
DOWNTOWN COLG PREP EL PRIMERO	San Jose	Santa Clara	Public	UCSD	9	0	0	0.0	100	100	0	0	0	0.0	0	0	0	0.0	9	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0
DOWNTOWN COLLEGE PREP ALUM ROC	San Jose	Santa Clara	Public	UCSD	6	0	0	0.0	100	100	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0
GILROY HIGH SCHOOL	Gilroy	Santa Clara	Public	UCSD	29	0	0	0.0	100	100	0	0	0	0.0	0	0	0	0.0	18	0	0	0.0	0	0	0	0.0	0	0	0	0.0	8	0	0	0.0	0	0	0	0.0	0	0	0	0.0
HAYWARD TWIN OAKS MONTESSORI	Hayward	Alameda	Public	UCSD	10	0	0	0.0	100	100	0	0	0	0.0	0	0	0	0.0	5	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0
JAMES LICK HIGH SCHOOL	San Jose	Santa Clara	Public	UCSD	5	0	0	0.0	100	100	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0
KIPP NAVIGATE COLLEGE PREP	San Jose	Santa Clara	Public	UCSD	7	0	0	0.0	100	100	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0
LATINO COLLEGE PREP ACADEMY	San Jose	Santa Clara	Public	UCSD	8	0	0	0.0	100	100	0	0	0	0.0	0	0	0	0.0	8	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0
LATITUDE 37.8 HS MERRITT COLLEGE	Oakland	Alameda	Public	UCSD	6	0	0	0.0	100	100	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0
MILPITAS MIDDLE COLLEGE HS	Milpitas	Santa Clara	Public	UCSD	9	0	0	0.0	100	100	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	8	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0
MISSION EARLY COLLEGE HIGH SCH	Santa Clara	Santa Clara	Public	UCSD	20	0	0	0.0	100	100	5	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	9	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0
MOUNT PLEASANT HIGH SCHOOL	San Jose	Santa Clara	Public	UCSD	13	0	0	0.0	100	100	0	0	0	0.0	0	0	0	0.0	8	0	0	0.0	0	0	0	0.0	5	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0
OAKLAND INTERNATIONAL HIGH SCH	Oakland	Alameda	Public	UCSD	9	0	0	0.0	100	100	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0
OAKLAND UNITY HIGH SCHOOL	Oakland	Alameda	Public	UCSD	5	0	0	0.0	100	100	0	0	0	0.0	0	0	0	0.0	5	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0
ROBERTO CRUZ LEADERSHIP ACDMY	San Jose	Santa Clara	Public	UCSD	5	0	0	0.0	100	100	0	0	0	0.0	0	0	0	0.0	5	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0
